Restaurant|Adrress|Opening_Hours|Contact|Total_Star|Person|Star|Date|Review|Thumb|tokens|tokens_v2|entities|token_pos|top_key_freq|summary|sentiment
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|袁讚富| 5 顆星 |3 個月前|老店，好吃，便宜，超推鴨心肝。|0|['老店', '，', '好吃', '，', '便宜', '，', '超推鴨', '心肝', '。']|['老店', '超推鴨', '心肝']|set()|[('老店', 'Nc'), ('，', 'COMMACATEGORY'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('便宜', 'VH'), ('，', 'COMMACATEGORY'), ('超推鴨', 'Na'), ('心肝', 'Na'), ('。', 'PERIODCATEGORY')]|[('老店', 1), ('超推鴨', 1), ('心肝', 1)]|['老店', '好吃', '便宜', '超推鴨心肝']|0.77
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Ada Lin| 5 顆星 |3 個月前|任何時候去人都不少，特別是吃飯時間人特多一定要排隊。最喜歡的地方，就是高湯可以免費一直續，對喜歡喝湯的人真的很有吸引力。|0|['任何', '時候', '去', '人', '都', '不少', '，', '特別', '是', '吃飯', '時間', '人', '特', '多', '一定', '要', '排隊', '。', '最', '喜歡', '的', '地方', '，', '就', '是', '高湯', '可以', '免費', '一直', '續', '，', '對', '喜歡', '喝', '湯', '的', '人', '真的', '很', '有', '吸引力', '。']|['吃飯', '時間', '排隊', '地方', '高湯', '吸引力']|set()|[('任何', 'Neqa'), ('時候', 'Na'), ('去', 'VCL'), ('人', 'Na'), ('都', 'D'), ('不少', 'VH'), ('，', 'COMMACATEGORY'), ('特別', 'VH'), ('是', 'SHI'), ('吃飯', 'VA'), ('時間', 'Na'), ('人', 'Na'), ('特', 'D'), ('多', 'VH'), ('一定', 'D'), ('要', 'D'), ('排隊', 'VA'), ('。', 'PERIODCATEGORY'), ('最', 'Dfa'), ('喜歡', 'VK'), ('的', 'DE'), ('地方', 'Na'), ('，', 'COMMACATEGORY'), ('就', 'D'), ('是', 'SHI'), ('高湯', 'Na'), ('可以', 'D'), ('免費', 'VH'), ('一直', 'D'), ('續', 'VJ'), ('，', 'COMMACATEGORY'), ('對', 'P'), ('喜歡', 'VK'), ('喝', 'VC'), ('湯', 'Na'), ('的', 'DE'), ('人', 'Na'), ('真的', 'D'), ('很', 'Dfa'), ('有', 'V_2'), ('吸引力', 'Na'), ('。', 'PERIODCATEGORY')]|[('時候', 1), ('吃飯', 1), ('時間', 1), ('排隊', 1), ('地方', 1), ('高湯', 1), ('吸引力', 1)]|['對喜歡喝湯的人真的很有吸引力', '最喜歡的地方', '就是高湯可以免費一直續', '任何時候去人都不少', '特別是吃飯時間人特多一定要排隊']|0.06
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|陳夢婷| 5 顆星 |3 個月前|來高雄就是一定要來吃阿珍~|0|['來', '高雄', '就', '是', '一定', '要', '來', '吃', '阿珍', '~']|['高雄', '阿珍']|{(1, 3, 'GPE', '高雄'), (10, 12, 'PERSON', '阿珍')}|[('來', 'VA'), ('高雄', 'Nc'), ('就', 'D'), ('是', 'SHI'), ('一定', 'D'), ('要', 'D'), ('來', 'D'), ('吃', 'VC'), ('阿珍', 'Nb'), ('~', 'FW')]|[('高雄', 1), ('阿珍', 1)]|['來高雄就是一定要來吃阿珍~']|0.58
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Toro hsu| 5 顆星 |3 個月前|超級好吃，每次來高雄都特地來，鴨肉很嫩、價格公道、雖然排隊，但店家服務很親切，不會因爲忙碌而不耐煩，很推薦的店。|0|['超級', '好吃', '，', '每', '次', '來', '高雄', '都', '特地', '來', '，', '鴨肉', '很', '嫩', '、', '價格', '公道', '、', '雖然', '排隊', '，', '但', '店家', '服務', '很', '親切', '，', '不會', '因', '爲', '忙碌', '而', '不耐煩', '，', '很', '推薦', '的', '店', '。']|['高雄', '鴨肉', '價格', '公道', '排隊', '店家', '服務', '推薦']|{(8, 10, 'GPE', '高雄')}|[('超級', 'Dfa'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('每', 'Nes'), ('次', 'Nf'), ('來', 'VA'), ('高雄', 'Nc'), ('都', 'D'), ('特地', 'D'), ('來', 'VA'), ('，', 'COMMACATEGORY'), ('鴨肉', 'Na'), ('很', 'Dfa'), ('嫩', 'VH'), ('、', 'PAUSECATEGORY'), ('價格', 'Na'), ('公道', 'Na'), ('、', 'PAUSECATEGORY'), ('雖然', 'Cbb'), ('排隊', 'VA'), ('，', 'COMMACATEGORY'), ('但', 'Cbb'), ('店家', 'Na'), ('服務', 'VC'), ('很', 'Dfa'), ('親切', 'VH'), ('，', 'COMMACATEGORY'), ('不會', 'D'), ('因', 'Cbb'), ('爲', 'FW'), ('忙碌', 'VH'), ('而', 'Cbb'), ('不耐煩', 'VH'), ('，', 'COMMACATEGORY'), ('很', 'Dfa'), ('推薦', 'VC'), ('的', 'DE'), ('店', 'Nc'), ('。', 'PERIODCATEGORY')]|[('高雄', 1), ('鴨肉', 1), ('價格', 1), ('公道', 1), ('排隊', 1), ('店家', 1), ('服務', 1), ('推薦', 1)]|['但店家服務很親切', '很推薦的店', '超級好吃', '每次來高雄都特地來', '鴨肉很嫩、價格公道、雖然排隊']|0.76
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Mckenna Kuo| 5 顆星 |3 個月前|"鴨肉清甜，肉燥飯好吃
必加點米血跟鴨腸！
店員態度都很熱情親切，
環境也維持得滿乾淨的。"|0|['鴨肉', '清甜', '，', '肉燥飯', '好吃', '\n', '必', '加', '點', '米血', '跟', '鴨腸', '！', '\n', '店員', '態度', '都', '很', '熱情', '親切', '，', '\n', '環境', '也', '維持', '得', '滿', '乾淨', '的', '。']|['鴨肉', '肉燥飯', '米血', '鴨腸', '店員', '態度', '環境']|set()|[('鴨肉', 'Na'), ('清甜', 'VH'), ('，', 'COMMACATEGORY'), ('肉燥飯', 'Na'), ('好吃', 'VH'), ('\n', 'WHITESPACE'), ('必', 'D'), ('加', 'VC'), ('點', 'Nf'), ('米血', 'Na'), ('跟', 'Caa'), ('鴨腸', 'Na'), ('！', 'EXCLAMATIONCATEGORY'), ('\n', 'WHITESPACE'), ('店員', 'Na'), ('態度', 'Na'), ('都', 'D'), ('很', 'Dfa'), ('熱情', 'VH'), ('親切', 'VH'), ('，', 'COMMACATEGORY'), ('\n', 'WHITESPACE'), ('環境', 'Na'), ('也', 'D'), ('維持', 'VJ'), ('得', 'DE'), ('滿', 'Dfa'), ('乾淨', 'VH'), ('的', 'T'), ('。', 'PERIODCATEGORY')]|[('鴨肉', 1), ('肉燥飯', 1), ('米血', 1), ('鴨腸', 1), ('店員', 1), ('態度', 1), ('環境', 1)]|['鴨肉清甜', '肉燥飯好吃', '必加點米血跟鴨腸', '店員態度都很熱情親切', '環境也維持得滿乾淨的']|0.94
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Lin A Ma Re| 1 顆星 |3 個月前|"鴨肉飯一來，我以為點到的是肉燥飯。而鴨肉味道完全被肉燥蓋過，也沒有鴨油加持，肉燥也不帶脂肪的香氣，整個就是很普通啊。

說好吃的人是怎麼回事！
收了很多錢？還是領了VIP卡？

點了下水湯，湯頭清淡無比
點了一盤米血，沒附薑絲，還需要開口要才有！

老闆還會當場凶員工
這是最糟糕的表現

武廟對面那一家鴨肉飯，根本完勝。"|1|['鴨肉飯', '一', '來', '，', '我', '以為', '點到', '的', '是', '肉燥飯', '。', '而', '鴨肉', '味道', '完全', '被', '肉燥', '蓋過', '，', '也', '沒有', '鴨油', '加持', '，', '肉燥', '也', '不', '帶', '脂肪', '的', '香氣', '，', '整', '個', '就', '是', '很', '普通', '啊', '。', '\n\n', '說', '好吃', '的', '人', '是', '怎麼', '回', '事', '！', '\n收', '了', '很多', '錢', '？', '還是', '領', '了', 'VIP卡', '？', '\n\n', '點', '了', '下水湯', '，', '湯頭', '清淡', '無比', '\n', '點', '了', '一', '盤', '米血', '，', '沒', '附', '薑絲', '，', '還', '需要', '開口', '要', '才', '有', '！', '\n\n', '老闆', '還', '會', '當場', '凶員工\n', '這', '是', '最', '糟糕', '的', '表現', '\n\n', '武廟', '對面', '那', '一', '家', '鴨肉飯', '，', '根本', '完勝', '。']|['鴨肉飯', '點到', '肉燥飯', '鴨肉', '味道', '肉燥', '蓋過', '鴨油', '加持', '肉燥', '脂肪', '香氣', '\n收', 'VIP卡', '下水湯', '湯頭', '米血', '薑絲', '開口', '老闆', '凶員工\n', '表現', '武廟', '鴨肉飯']|{(104, 105, 'CARDINAL', '一')}|[('鴨肉飯', 'Na'), ('一', 'D'), ('來', 'VA'), ('，', 'COMMACATEGORY'), ('我', 'Nh'), ('以為', 'VE'), ('點到', 'VC'), ('的', 'DE'), ('是', 'SHI'), ('肉燥飯', 'Na'), ('。', 'PERIODCATEGORY'), ('而', 'Cbb'), ('鴨肉', 'Na'), ('味道', 'Na'), ('完全', 'D'), ('被', 'P'), ('肉燥', 'Na'), ('蓋過', 'VC'), ('，', 'COMMACATEGORY'), ('也', 'D'), ('沒有', 'VJ'), ('鴨油', 'Na'), ('加持', 'VB'), ('，', 'COMMACATEGORY'), ('肉燥', 'Na'), ('也', 'D'), ('不', 'D'), ('帶', 'VC'), ('脂肪', 'Na'), ('的', 'DE'), ('香氣', 'Na'), ('，', 'COMMACATEGORY'), ('整', 'Neqa'), ('個', 'Nf'), ('就', 'D'), ('是', 'SHI'), ('很', 'Dfa'), ('普通', 'VH'), ('啊', 'T'), ('。', 'PERIODCATEGORY'), ('\n\n', 'WHITESPACE'), ('說', 'VE'), ('好吃', 'VH'), ('的', 'DE'), ('人', 'Na'), ('是', 'SHI'), ('怎麼', 'VH'), ('回', 'Nf'), ('事', 'Na'), ('！', 'EXCLAMATIONCATEGORY'), ('\n收', 'VC'), ('了', 'Di'), ('很多', 'Neqa'), ('錢', 'Na'), ('？', 'QUESTIONCATEGORY'), ('還是', 'Caa'), ('領', 'VC'), ('了', 'Di'), ('VIP卡', 'Na'), ('？', 'QUESTIONCATEGORY'), ('\n\n', 'WHITESPACE'), ('點', 'VC'), ('了', 'Di'), ('下水湯', 'Na'), ('，', 'COMMACATEGORY'), ('湯頭', 'Na'), ('清淡', 'VH'), ('無比', 'VH'), ('\n', 'WHITESPACE'), ('點', 'VC'), ('了', 'Di'), ('一', 'Neu'), ('盤', 'Nf'), ('米血', 'Na'), ('，', 'COMMACATEGORY'), ('沒', 'D'), ('附', 'VC'), ('薑絲', 'Na'), ('，', 'COMMACATEGORY'), ('還', 'D'), ('需要', 'VK'), ('開口', 'VA'), ('要', 'VC'), ('才', 'Da'), ('有', 'V_2'), ('！', 'EXCLAMATIONCATEGORY'), ('\n\n', 'WHITESPACE'), ('老闆', 'Na'), ('還', 'D'), ('會', 'D'), ('當場', 'D'), ('凶員工\n', 'Na'), ('這', 'Nep'), ('是', 'SHI'), ('最', 'Dfa'), ('糟糕', 'VH'), ('的', 'DE'), ('表現', 'Na'), ('\n\n', 'WHITESPACE'), ('武廟', 'Nc'), ('對面', 'Ncd'), ('那', 'Nep'), ('一', 'Neu'), ('家', 'Nf'), ('鴨肉飯', 'Na'), ('，', 'COMMACATEGORY'), ('根本', 'D'), ('完勝', 'VH'), ('。', 'PERIODCATEGORY')]|[('鴨肉飯', 2), ('肉燥', 2), ('點到', 1), ('肉燥飯', 1), ('鴨肉', 1), ('味道', 1), ('蓋過', 1), ('鴨油', 1), ('加持', 1), ('脂肪', 1), ('香氣', 1), ('\n收', 1), ('VIP卡', 1), ('下水湯', 1), ('湯頭', 1), ('米血', 1), ('薑絲', 1), ('開口', 1), ('老闆', 1), ('凶員工\n', 1), ('表現', 1), ('武廟', 1)]|['點了下水湯', '鴨肉飯一來', '而鴨肉味道完全被肉燥蓋過', '武廟對面那一家鴨肉飯', '還是領了VIP卡']|0.0
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|lai lai| 2 顆星 |3 個月前|挺便宜的要排隊，但我沒有驚艷到⋯很普普😝|0|['挺', '便宜', '的', '要', '排隊', '，', '但', '我', '沒有', '驚艷', '到', '⋯', '很', '普普😝']|['排隊']|set()|[('挺', 'Dfa'), ('便宜', 'VH'), ('的', 'DE'), ('要', 'D'), ('排隊', 'VA'), ('，', 'COMMACATEGORY'), ('但', 'Cbb'), ('我', 'Nh'), ('沒有', 'D'), ('驚艷', 'VI'), ('到', 'P'), ('⋯', 'PERIODCATEGORY'), ('很', 'Dfa'), ('普普😝', 'VH')]|[('排隊', 1)]|['挺便宜的要排隊', '但我沒有驚艷到⋯很普普😝']|0.19
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Ethan Lin| 5 顆星 |3 個月前|平價美味好吃，老闆熱情服務滿分，排一下也甘願|0|['平價', '美味', '好吃', '，', '老闆', '熱情', '服務', '滿分', '，', '排', '一下', '也', '甘願']|['平價', '老闆', '服務', '滿分']|set()|[('平價', 'Na'), ('美味', 'VH'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('老闆', 'Na'), ('熱情', 'VH'), ('服務', 'VC'), ('滿分', 'Na'), ('，', 'COMMACATEGORY'), ('排', 'VC'), ('一下', 'Nd'), ('也', 'D'), ('甘願', 'VL')]|[('平價', 1), ('老闆', 1), ('服務', 1), ('滿分', 1)]|['平價美味好吃', '老闆熱情服務滿分', '排一下也甘願']|0.02
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Rock Tsai| 5 顆星 |3 個月前|"(由 Google 提供翻譯) 好吃

(原始評論)
好吃"|0|['(', '由', ' Google ', '提供', '翻譯', ')', ' ', '好吃', '\n\n', '(', '原始', '評論', ')', '\n', '好吃']|['翻譯', '評論']|set()|[('(', 'PARENTHESISCATEGORY'), ('由', 'P'), (' Google ', 'FW'), ('提供', 'VD'), ('翻譯', 'Na'), (')', 'PARENTHESISCATEGORY'), (' ', 'WHITESPACE'), ('好吃', 'VH'), ('\n\n', 'WHITESPACE'), ('(', 'PARENTHESISCATEGORY'), ('原始', 'VH'), ('評論', 'Na'), (')', 'PARENTHESISCATEGORY'), ('\n', 'WHITESPACE'), ('好吃', 'VH')]|[('翻譯', 1), ('評論', 1)]|['(由 Google 提供翻譯) 好吃', '好吃', '(原始評論)']|0.03
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|mcc _311| 4 顆星 |3 個月前|"肉臊非常好吃，鴨肉偏柴，下水湯料多高湯甜
米血口感不太好，但CP值不錯。"|0|['肉臊', '非常', '好吃', '，', '鴨肉', '偏', '柴', '，', '下水', '湯料', '多', '高湯', '甜\n', '米血', '口感', '不', '太', '好', '，', '但', 'CP值', '不錯', '。']|['肉臊', '鴨肉', '下水', '湯料', '高湯', '甜\n', '米血', '口感', 'CP值']|set()|[('肉臊', 'Na'), ('非常', 'Dfa'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('鴨肉', 'Na'), ('偏', 'VJ'), ('柴', 'Na'), ('，', 'COMMACATEGORY'), ('下水', 'VA'), ('湯料', 'Na'), ('多', 'VH'), ('高湯', 'Na'), ('甜\n', 'Na'), ('米血', 'Na'), ('口感', 'Na'), ('不', 'D'), ('太', 'Dfa'), ('好', 'VH'), ('，', 'COMMACATEGORY'), ('但', 'Cbb'), ('CP值', 'Na'), ('不錯', 'VH'), ('。', 'PERIODCATEGORY')]|[('肉臊', 1), ('鴨肉', 1), ('下水', 1), ('湯料', 1), ('高湯', 1), ('甜\n', 1), ('米血', 1), ('口感', 1), ('CP值', 1)]|['但CP值不錯', '米血口感不太好', '肉臊非常好吃', '鴨肉偏柴', '下水湯料多高湯甜']|0.92
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Shufeng| 4 顆星 |3 個月前|"受當地人喜愛的小吃店。
推鴨肉飯，米血糕。"|0|['受', '當地人', '喜愛', '的', '小吃店', '。', '\n推', '鴨肉飯', '，', '米血糕', '。']|['當地人', '小吃店', '\n推', '鴨肉飯', '米血糕']|set()|[('受', 'VJ'), ('當地人', 'Na'), ('喜愛', 'VL'), ('的', 'DE'), ('小吃店', 'Nc'), ('。', 'PERIODCATEGORY'), ('\n推', 'VC'), ('鴨肉飯', 'Na'), ('，', 'COMMACATEGORY'), ('米血糕', 'Na'), ('。', 'PERIODCATEGORY')]|[('當地人', 1), ('小吃店', 1), ('\n推', 1), ('鴨肉飯', 1), ('米血糕', 1)]|['受當地人喜愛的小吃店', '推鴨肉飯', '米血糕']|0.58
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|陳銓富| 3 顆星 |3 個月前|很好吃的鴨肉|0|['很', '好吃', '的', '鴨肉']|['鴨肉']|set()|[('很', 'Dfa'), ('好吃', 'VH'), ('的', 'DE'), ('鴨肉', 'Na')]|[('鴨肉', 1)]|['很好吃的鴨肉']|0.76
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Michael Yeh| 5 顆星 |3 個月前|好吃，下水湯尤其入味好喝，還可以一直續湯！|0|['好吃', '，', '下水湯', '尤其', '入味', '好喝', '，', '還可以', '一直', '續', '湯', '！']|['下水湯']|set()|[('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('下水湯', 'Na'), ('尤其', 'D'), ('入味', 'VH'), ('好喝', 'VH'), ('，', 'COMMACATEGORY'), ('還可以', 'D'), ('一直', 'D'), ('續', 'VJ'), ('湯', 'Na'), ('！', 'EXCLAMATIONCATEGORY')]|[('下水湯', 1)]|['下水湯尤其入味好喝', '還可以一直續湯', '好吃']|0.11
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|04_吳珮綺| 5 顆星 |3 個月前|"老闆在百忙之中還會注意客人的用餐品質
超優質"|0|['老闆', '在', '百', '忙', '之中', '還', '會', '注意', '客人', '的', '用餐', '品質', '\n', '超', '優質']|['老闆', '客人', '用餐', '品質']|set()|[('老闆', 'Na'), ('在', 'P'), ('百', 'Neu'), ('忙', 'Na'), ('之中', 'Ng'), ('還', 'D'), ('會', 'D'), ('注意', 'VK'), ('客人', 'Na'), ('的', 'DE'), ('用餐', 'VA'), ('品質', 'Na'), ('\n', 'WHITESPACE'), ('超', 'VJ'), ('優質', 'A')]|[('老闆', 1), ('客人', 1), ('用餐', 1), ('品質', 1)]|['老闆在百忙之中還會注意客人的用餐品質', '超優質']|0.23
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|文程余| 4 顆星 |3 個月前|還不錯|0|['還', '不錯']|[]|set()|[('還', 'D'), ('不錯', 'VH')]|[]|['還不錯']|0.81
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|連育鞍| 5 顆星 |3 個月前|時常都是大排長龍，記得一人去排隊點餐，一人去找座位。出餐快速、口味經典，好吃沒話說~|0|['時常', '都', '是', '大排長龍', '，', '記得', '一', '人', '去', '排隊', '點餐', '，', '一', '人', '去', '找', '座位', '。', '出餐', '快速', '、', '口味', '經典', '，', '好吃', '沒', '話', '說', '~']|['排隊', '點餐', '座位', '出餐', '口味', '經典']|set()|[('時常', 'D'), ('都', 'D'), ('是', 'SHI'), ('大排長龍', 'VH'), ('，', 'COMMACATEGORY'), ('記得', 'VK'), ('一', 'Neu'), ('人', 'Na'), ('去', 'D'), ('排隊', 'VA'), ('點餐', 'VA'), ('，', 'COMMACATEGORY'), ('一', 'Neu'), ('人', 'Na'), ('去', 'D'), ('找', 'VC'), ('座位', 'Na'), ('。', 'PERIODCATEGORY'), ('出餐', 'VA'), ('快速', 'VH'), ('、', 'PAUSECATEGORY'), ('口味', 'Na'), ('經典', 'Na'), ('，', 'COMMACATEGORY'), ('好吃', 'VH'), ('沒', 'VJ'), ('話', 'Na'), ('說', 'VE'), ('~', 'FW')]|[('排隊', 1), ('點餐', 1), ('座位', 1), ('出餐', 1), ('口味', 1), ('經典', 1)]|['記得一人去排隊點餐', '一人去找座位', '時常都是大排長龍', '出餐快速、口味經典', '好吃沒話說~']|0.06
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|許欽熏| 3 顆星 |3 個月前|好吃，價格公道！|0|['好吃', '，', '價格', '公道', '！']|['價格', '公道']|set()|[('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('價格', 'Na'), ('公道', 'Na'), ('！', 'EXCLAMATIONCATEGORY')]|[('價格', 1), ('公道', 1)]|['好吃', '價格公道']|0.73
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|神奇小子| 3 顆星 |3 個月前|態度可以|0|['態度', '可以']|['態度']|set()|[('態度', 'Na'), ('可以', 'D')]|[('態度', 1)]|['態度可以']|0.67
鴨肉珍|803高雄市鹽埕區五福四路258號|星期日    10:00–20:20   星期一    10:00–20:20   星期二    休息   星期三    10:00–20:20   星期四    10:00–20:20   星期五    10:00–20:20   星期六    10:00–20:20|75215018|4.3|Hazer| 5 顆星 |3 個月前|"自從分家之後，第一次到這邊用餐，還是一樣美味！！！需要先找位子，然後去老闆那邊排隊點餐，店員們都很忙碌，原以為大家都會不耐煩，卻不然，老闆和阿姨們都是親切的哦！！！
缺點就是人潮眾多，不少車輛都停在紅線欸！！顯得我們這種乖乖去找停車場的人太天真了！"|0|['自從', '分家', '之後', '，', '第一', '次', '到', '這邊', '用餐', '，', '還是', '一樣', '美味', '！', '！', '！', '需要', '先', '找', '位子', '，', '然後', '去', '老闆', '那邊', '排隊', '點餐', '，', '店員', '們', '都', '很', '忙碌', '，', '原', '以為', '大家', '都', '會', '不耐煩', '，', '卻', '不然', '，', '老闆', '和', '阿姨', '們', '都', '是', '親切', '的', '哦', '！', '！', '！', '\n', '缺點', '就', '是', '人潮', '眾多', '，', '不少', '車輛', '都', '停', '在', '紅', '線', '欸', '！', '！', '顯得', '我們', '這', '種', '乖乖', '去', '找', '停車場', '的', '人', '太', '天真', '了', '！']|['分家', '用餐', '位子', '老闆', '排隊', '點餐', '店員', '老闆', '阿姨', '缺點', '人潮', '車輛', '停車場']|{(7, 9, 'ORDINAL', '第一')}|[('自從', 'P'), ('分家', 'VA'), ('之後', 'Ng'), ('，', 'COMMACATEGORY'), ('第一', 'Neu'), ('次', 'Nf'), ('到', 'VCL'), ('這邊', 'Ncd'), ('用餐', 'VA'), ('，', 'COMMACATEGORY'), ('還是', 'D'), ('一樣', 'VH'), ('美味', 'VH'), ('！', 'EXCLAMATIONCATEGORY'), ('！', 'EXCLAMATIONCATEGORY'), ('！', 'EXCLAMATIONCATEGORY'), ('需要', 'VK'), ('先', 'D'), ('找', 'VC'), ('位子', 'Na'), ('，', 'COMMACATEGORY'), ('然後', 'D'), ('去', 'VCL'), ('老闆', 'Na'), ('那邊', 'Ncd'), ('排隊', 'VA'), ('點餐', 'VA'), ('，', 'COMMACATEGORY'), ('店員', 'Na'), ('們', 'Na'), ('都', 'D'), ('很', 'Dfa'), ('忙碌', 'VH'), ('，', 'COMMACATEGORY'), ('原', 'D'), ('以為', 'VE'), ('大家', 'Nh'), ('都', 'D'), ('會', 'D'), ('不耐煩', 'VH'), ('，', 'COMMACATEGORY'), ('卻', 'D'), ('不然', 'VH'), ('，', 'COMMACATEGORY'), ('老闆', 'Na'), ('和', 'Caa'), ('阿姨', 'Na'), ('們', 'Na'), ('都', 'D'), ('是', 'SHI'), ('親切', 'VH'), ('的', 'T'), ('哦', 'T'), ('！', 'EXCLAMATIONCATEGORY'), ('！', 'EXCLAMATIONCATEGORY'), ('！', 'EXCLAMATIONCATEGORY'), ('\n', 'WHITESPACE'), ('缺點', 'Na'), ('就', 'D'), ('是', 'SHI'), ('人潮', 'Na'), ('眾多', 'VH'), ('，', 'COMMACATEGORY'), ('不少', 'Neqa'), ('車輛', 'Na'), ('都', 'D'), ('停', 'VHC'), ('在', 'P'), ('紅', 'VH'), ('線', 'Na'), ('欸', 'I'), ('！', 'EXCLAMATIONCATEGORY'), ('！', 'EXCLAMATIONCATEGORY'), ('顯得', 'VK'), ('我們', 'Nh'), ('這', 'Nep'), ('種', 'Nf'), ('乖乖', 'VH'), ('去', 'D'), ('找', 'VC'), ('停車場', 'Nc'), ('的', 'DE'), ('人', 'Na'), ('太', 'Dfa'), ('天真', 'VH'), ('了', 'T'), ('！', 'EXCLAMATIONCATEGORY')]|[('老闆', 2), ('分家', 1), ('用餐', 1), ('位子', 1), ('排隊', 1), ('點餐', 1), ('店員', 1), ('阿姨', 1), ('缺點', 1), ('人潮', 1), ('車輛', 1), ('停車場', 1)]|['顯得我們這種乖乖去找停車場的人太天真了', '然後去老闆那邊排隊點餐', '老闆和阿姨們都是親切的哦', '不少車輛都停在紅線欸', '原以為大家都會不耐煩']|0.0
