Restaurant|Adrress|Opening_Hours|Contact|Total_Star|Person|Star|Date|Review|Thumb|tokens|tokens_v2|entities|token_pos|top_key_freq|summary|sentiment
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|張文仁| 5 顆星 |5 個月前|超愛蕃茄雞蛋飯跟小菜|0|['超愛', '蕃茄', '雞蛋飯', '跟', '小菜']|['蕃茄', '雞蛋飯', '小菜']|set()|[('超愛', 'VH'), ('蕃茄', 'Na'), ('雞蛋飯', 'Na'), ('跟', 'Caa'), ('小菜', 'Na')]|[('蕃茄', 1), ('雞蛋飯', 1), ('小菜', 1)]|['超愛蕃茄雞蛋飯跟小菜']|0.71
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|ik t| 5 顆星 |5 個月前|牛肉麵半筋半肉 不柴入味|0|['牛肉麵', '半', '筋', '半', '肉', ' ', '不', '柴入味']|['牛肉麵', '柴入味']|set()|[('牛肉麵', 'Na'), ('半', 'Neqa'), ('筋', 'Na'), ('半', 'Neqa'), ('肉', 'Na'), (' ', 'WHITESPACE'), ('不', 'D'), ('柴入味', 'Na')]|[('牛肉麵', 1), ('柴入味', 1)]|['牛肉麵半筋半肉 不柴入味']|0.01
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|John Lai| 4 顆星 |5 個月前|小菜好吃，牛肉麵普普|0|['小菜', '好吃', '，', '牛肉麵', '普普']|['小菜', '牛肉麵', '普普']|{(8, 10, 'PERSON', '普普')}|[('小菜', 'Na'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('牛肉麵', 'Na'), ('普普', 'Nb')]|[('小菜', 1), ('牛肉麵', 1), ('普普', 1)]|['小菜好吃', '牛肉麵普普']|0.01
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|郭懿庭| 5 顆星 |5 個月前|隻能説真的好吃，味道都剛剛好，辣蘿蔔超辣超好吃的，重點是很大份，小份量都超多，加入口袋名單囉～|0|['隻', '能', '説', '真的', '好吃', '，', '味道', '都', '剛剛', '好', '，', '辣蘿蔔', '超辣', '超', '好吃', '的', '，', '重點', '是', '很', '大份', '，', '小', '份量', '都', '超多', '，', '加入', '口袋', '名單', '囉', '～']|['味道', '辣蘿蔔', '重點', '大份', '份量', '加入', '口袋', '名單']|set()|[('隻', 'Nf'), ('能', 'D'), ('説', 'VE'), ('真的', 'D'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('味道', 'Na'), ('都', 'D'), ('剛剛', 'D'), ('好', 'VH'), ('，', 'COMMACATEGORY'), ('辣蘿蔔', 'Na'), ('超辣', 'VH'), ('超', 'Dfa'), ('好吃', 'VH'), ('的', 'T'), ('，', 'COMMACATEGORY'), ('重點', 'Na'), ('是', 'SHI'), ('很', 'Dfa'), ('大份', 'Na'), ('，', 'COMMACATEGORY'), ('小', 'VH'), ('份量', 'Na'), ('都', 'D'), ('超多', 'VH'), ('，', 'COMMACATEGORY'), ('加入', 'VC'), ('口袋', 'Na'), ('名單', 'Na'), ('囉', 'T'), ('～', 'FW')]|[('味道', 1), ('辣蘿蔔', 1), ('重點', 1), ('大份', 1), ('份量', 1), ('加入', 1), ('口袋', 1), ('名單', 1)]|['小份量都超多', '辣蘿蔔超辣超好吃的', '味道都剛剛好', '隻能説真的好吃', '重點是很大份']|0.22
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|王建文| 5 顆星 |5 個月前|高雄最常去吃的排骨飯、蕃茄抄蛋、榨菜肉綠、青菜、肉燥瘦的大的炸排骨小菜到味。捧、許多美食從台南特別去吃去永安漁市買海產。超值的抄菜浦、免錢的|0|['高雄', '最', '常', '去', '吃', '的', '排骨飯', '、', '蕃茄', '抄', '蛋', '、', '榨', '菜肉綠', '、', '青菜', '、', '肉', '燥瘦', '的', '大', '的', '炸', '排骨', '小菜', '到', '味', '。', '捧', '、', '許多', '美食', '從', '台南', '特別', '去', '吃', '去', '永安', '漁市', '買', '海產', '。', '超值', '的', '抄菜浦', '、', '免', '錢', '的']|['高雄', '排骨飯', '蕃茄', '菜肉綠', '青菜', '排骨', '小菜', '美食', '台南', '永安', '漁市', '海產', '抄菜浦']|{(0, 2, 'GPE', '高雄'), (45, 47, 'GPE', '台南'), (52, 56, 'FAC', '永安漁市')}|[('高雄', 'Nc'), ('最', 'Dfa'), ('常', 'D'), ('去', 'D'), ('吃', 'VC'), ('的', 'DE'), ('排骨飯', 'Na'), ('、', 'PAUSECATEGORY'), ('蕃茄', 'Na'), ('抄', 'VC'), ('蛋', 'Na'), ('、', 'PAUSECATEGORY'), ('榨', 'VC'), ('菜肉綠', 'Na'), ('、', 'PAUSECATEGORY'), ('青菜', 'Na'), ('、', 'PAUSECATEGORY'), ('肉', 'Na'), ('燥瘦', 'VH'), ('的', 'DE'), ('大', 'VH'), ('的', 'DE'), ('炸', 'VC'), ('排骨', 'Na'), ('小菜', 'Na'), ('到', 'P'), ('味', 'Na'), ('。', 'PERIODCATEGORY'), ('捧', 'VC'), ('、', 'PAUSECATEGORY'), ('許多', 'Neqa'), ('美食', 'Na'), ('從', 'P'), ('台南', 'Nc'), ('特別', 'VH'), ('去', 'D'), ('吃', 'VC'), ('去', 'VCL'), ('永安', 'Nc'), ('漁市', 'Nc'), ('買', 'VC'), ('海產', 'Na'), ('。', 'PERIODCATEGORY'), ('超值', 'VH'), ('的', 'DE'), ('抄菜浦', 'Na'), ('、', 'PAUSECATEGORY'), ('免', 'VJ'), ('錢', 'Na'), ('的', 'DE')]|[('高雄', 1), ('排骨飯', 1), ('蕃茄', 1), ('菜肉綠', 1), ('青菜', 1), ('排骨', 1), ('小菜', 1), ('美食', 1), ('台南', 1), ('永安', 1), ('漁市', 1), ('海產', 1), ('抄菜浦', 1)]|['高雄最常去吃的排骨飯、蕃茄抄蛋、榨菜肉綠、青菜、肉燥瘦的大的炸排骨小菜到味', '捧、許多美食從台南特別去吃去永安漁市買海產', '超值的抄菜浦、免錢的']|1.0
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|Carol Huang| 5 顆星 |5 個月前|"(由 Google 提供翻譯) 眷村的好味道

(原始評論)
眷村的好味道"|0|['(', '由', ' Google ', '提供', '翻譯', ')', ' ', '眷村', '的', '好', '味道', '\n\n', '(', '原始', '評論', ')', '\n', '眷村', '的', '好', '味道']|['翻譯', '眷村', '味道', '評論', '眷村', '味道']|set()|[('(', 'PARENTHESISCATEGORY'), ('由', 'P'), (' Google ', 'FW'), ('提供', 'VD'), ('翻譯', 'Na'), (')', 'PARENTHESISCATEGORY'), (' ', 'WHITESPACE'), ('眷村', 'Nc'), ('的', 'DE'), ('好', 'VH'), ('味道', 'Na'), ('\n\n', 'WHITESPACE'), ('(', 'PARENTHESISCATEGORY'), ('原始', 'VH'), ('評論', 'Na'), (')', 'PARENTHESISCATEGORY'), ('\n', 'WHITESPACE'), ('眷村', 'Nc'), ('的', 'DE'), ('好', 'VH'), ('味道', 'Na')]|[('眷村', 2), ('味道', 2), ('翻譯', 1), ('評論', 1)]|['(由 Google 提供翻譯) 眷村的好味道', '眷村的好味道', '(原始評論)']|0.03
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|徐筱琳| 4 顆星 |5 個月前|小菜很多，麵食好吃 ，眷村口味，停車難|0|['小菜', '很多', '，', '麵食', '好吃', ' ', '，', '眷村', '口味', '，', '停車', '難']|['小菜', '麵食', '眷村', '口味', '停車']|set()|[('小菜', 'Na'), ('很多', 'VH'), ('，', 'COMMACATEGORY'), ('麵食', 'Na'), ('好吃', 'VH'), (' ', 'WHITESPACE'), ('，', 'COMMACATEGORY'), ('眷村', 'Nc'), ('口味', 'Na'), ('，', 'COMMACATEGORY'), ('停車', 'VA'), ('難', 'VH')]|[('小菜', 1), ('麵食', 1), ('眷村', 1), ('口味', 1), ('停車', 1)]|['小菜很多', '麵食好吃', '眷村口味', '停車難']|0.75
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|楊舒涵| 5 顆星 |5 個月前|"很好吃～～覺得小碗的牛肉麵就蠻有飽足感了
不過現場很多人都會點小菜，如果吃的下的話，感覺也是可以點幾盤小菜來嚐嚐🍜"|0|['很', '好吃', '～～', '覺得', '小', '碗', '的', '牛肉麵', '就', '蠻', '有', '飽足感', '了', '\n', '不過', '現場', '很多', '人', '都', '會', '點', '小菜', '，', '如果', '吃', '的', '下', '的話', '，', '感覺', '也', '是', '可以', '點', '幾', '盤', '小菜', '來', '嚐嚐', '🍜']|['牛肉麵', '飽足感', '現場', '小菜', '感覺', '小菜', '嚐嚐']|set()|[('很', 'Dfa'), ('好吃', 'VH'), ('～～', 'FW'), ('覺得', 'VK'), ('小', 'VH'), ('碗', 'Na'), ('的', 'DE'), ('牛肉麵', 'Na'), ('就', 'D'), ('蠻', 'Dfa'), ('有', 'V_2'), ('飽足感', 'Na'), ('了', 'T'), ('\n', 'WHITESPACE'), ('不過', 'Cbb'), ('現場', 'Nc'), ('很多', 'Neqa'), ('人', 'Na'), ('都', 'D'), ('會', 'D'), ('點', 'VC'), ('小菜', 'Na'), ('，', 'COMMACATEGORY'), ('如果', 'Cbb'), ('吃', 'VC'), ('的', 'DE'), ('下', 'Ncd'), ('的話', 'Cba'), ('，', 'COMMACATEGORY'), ('感覺', 'Na'), ('也', 'D'), ('是', 'SHI'), ('可以', 'D'), ('點', 'VC'), ('幾', 'Neu'), ('盤', 'Nf'), ('小菜', 'Na'), ('來', 'D'), ('嚐嚐', 'VC'), ('🍜', 'FW')]|[('小菜', 2), ('牛肉麵', 1), ('飽足感', 1), ('現場', 1), ('感覺', 1), ('嚐嚐', 1)]|['很好吃～～覺得小碗的牛肉麵就蠻有飽足感了', '不過現場很多人都會點小菜', '如果吃的下的話', '感覺也是可以點幾盤小菜來嚐嚐🍜']|0.0
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|Crystal Wu| 5 顆星 |5 個月前|左營眷村老店，口味五星級，小菜種類多又好吃，讚！|0|['左營', '眷村', '老店', '，', '口味', '五星級', '，', '小菜', '種類', '多', '又', '好吃', '，', '讚', '！']|['左營', '眷村', '老店', '口味', '五星級', '小菜', '種類']|{(0, 4, 'LOC', '左營眷村')}|[('左營', 'Nc'), ('眷村', 'Nc'), ('老店', 'Nc'), ('，', 'COMMACATEGORY'), ('口味', 'Na'), ('五星級', 'Na'), ('，', 'COMMACATEGORY'), ('小菜', 'Na'), ('種類', 'Na'), ('多', 'VH'), ('又', 'Caa'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('讚', 'VH'), ('！', 'EXCLAMATIONCATEGORY')]|[('左營', 1), ('眷村', 1), ('老店', 1), ('口味', 1), ('五星級', 1), ('小菜', 1), ('種類', 1)]|['左營眷村老店', '口味五星級', '小菜種類多又好吃', '讚']|0.1
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|唐素珍| 4 顆星 |5 個月前|牛肉麵好吃但是湯太少|0|['牛肉麵', '好吃', '但是', '湯', '太少']|['牛肉麵']|set()|[('牛肉麵', 'Na'), ('好吃', 'VH'), ('但是', 'Cbb'), ('湯', 'Na'), ('太少', 'VH')]|[('牛肉麵', 1)]|['牛肉麵好吃但是湯太少']|0.05
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|謝禮裕| 4 顆星 |5 個月前|大眾化口味。平價美食。|0|['大眾化', '口味', '。', '平價', '美食', '。']|['口味', '平價', '美食']|set()|[('大眾化', 'VHC'), ('口味', 'Na'), ('。', 'PERIODCATEGORY'), ('平價', 'Na'), ('美食', 'Na'), ('。', 'PERIODCATEGORY')]|[('口味', 1), ('平價', 1), ('美食', 1)]|['大眾化口味', '平價美食']|0.75
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|田心妤| 5 顆星 |5 個月前|料多實在|0|['料', '多', '實在']|[]|set()|[('料', 'Na'), ('多', 'D'), ('實在', 'VH')]|[]|['料多實在']|0.58
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|天空藍| 5 顆星 |5 個月前|"(由 Google 提供翻譯) 好吃

(原始評論)
好吃"|0|['(', '由', ' Google ', '提供', '翻譯', ')', ' ', '好吃', '\n\n', '(', '原始', '評論', ')', '\n', '好吃']|['翻譯', '評論']|set()|[('(', 'PARENTHESISCATEGORY'), ('由', 'P'), (' Google ', 'FW'), ('提供', 'VD'), ('翻譯', 'Na'), (')', 'PARENTHESISCATEGORY'), (' ', 'WHITESPACE'), ('好吃', 'VH'), ('\n\n', 'WHITESPACE'), ('(', 'PARENTHESISCATEGORY'), ('原始', 'VH'), ('評論', 'Na'), (')', 'PARENTHESISCATEGORY'), ('\n', 'WHITESPACE'), ('好吃', 'VH')]|[('翻譯', 1), ('評論', 1)]|['(由 Google 提供翻譯) 好吃', '好吃', '(原始評論)']|0.03
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|宋德| 5 顆星 |6 個月前|建議一般份量人不要點打碗，好吃份量又驚人😂|0|['建議', '一般', '份量', '人', '不要', '點', '打碗', '，', '好吃', '份量', '又', '驚人', '😂']|['份量', '打碗', '份量']|set()|[('建議', 'VE'), ('一般', 'A'), ('份量', 'Na'), ('人', 'Na'), ('不要', 'D'), ('點', 'VC'), ('打碗', 'VA'), ('，', 'COMMACATEGORY'), ('好吃', 'VH'), ('份量', 'Na'), ('又', 'D'), ('驚人', 'VH'), ('😂', 'DM')]|[('份量', 2), ('打碗', 1)]|['建議一般份量人不要點打碗', '好吃份量又驚人😂']|0.35
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|陳裕文| 5 顆星 |6 個月前|"(由 Google 提供翻譯) 份量大又好吃！

(原始評論)
份量大又好吃！"|0|['(', '由', ' Google ', '提供', '翻譯', ')', ' ', '份量', '大', '又', '好吃', '！', '\n\n', '(', '原始', '評論', ')', '\n份量', '大', '又', '好吃', '！']|['翻譯', '份量', '評論', '\n份量']|set()|[('(', 'PARENTHESISCATEGORY'), ('由', 'P'), (' Google ', 'FW'), ('提供', 'VD'), ('翻譯', 'Na'), (')', 'PARENTHESISCATEGORY'), (' ', 'WHITESPACE'), ('份量', 'Na'), ('大', 'VH'), ('又', 'Caa'), ('好吃', 'VH'), ('！', 'EXCLAMATIONCATEGORY'), ('\n\n', 'WHITESPACE'), ('(', 'PARENTHESISCATEGORY'), ('原始', 'VH'), ('評論', 'Na'), (')', 'PARENTHESISCATEGORY'), ('\n份量', 'Na'), ('大', 'VH'), ('又', 'Caa'), ('好吃', 'VH'), ('！', 'EXCLAMATIONCATEGORY')]|[('翻譯', 1), ('份量', 1), ('評論', 1), ('\n份量', 1)]|['(由 Google 提供翻譯) 份量大又好吃', '份量大又好吃', '(原始評論)']|0.01
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|陳宗慶| 4 顆星 |6 個月前|解決五藏廟的牛肉大碗麵招牌店。|0|['解決', '五藏廟', '的', '牛肉', '大', '碗麵', '招牌店', '。']|['解決', '五藏廟', '牛肉', '碗麵', '招牌店']|set()|[('解決', 'VC'), ('五藏廟', 'Nc'), ('的', 'DE'), ('牛肉', 'Na'), ('大', 'VH'), ('碗麵', 'Na'), ('招牌店', 'Nc'), ('。', 'PERIODCATEGORY')]|[('解決', 1), ('五藏廟', 1), ('牛肉', 1), ('碗麵', 1), ('招牌店', 1)]|['解決五藏廟的牛肉大碗麵招牌店']|0.01
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|郭小姐| 5 顆星 |6 個月前|料多味美價格又實在~服務又很是親切，超推的在地美食呦😊😊😊|0|['料', '多味', '美', '價格', '又', '實在', '~', '服務', '又', '很', '是', '親切', '，', '超推', '的', '在地', '美食', '呦😊😊😊']|['價格', '服務', '美食']|set()|[('料', 'VE'), ('多味', 'VH'), ('美', 'VH'), ('價格', 'Na'), ('又', 'D'), ('實在', 'D'), ('~', 'FW'), ('服務', 'VC'), ('又', 'D'), ('很', 'Dfa'), ('是', 'SHI'), ('親切', 'VH'), ('，', 'COMMACATEGORY'), ('超推', 'VH'), ('的', 'DE'), ('在地', 'A'), ('美食', 'Na'), ('呦😊😊😊', 'FW')]|[('價格', 1), ('服務', 1), ('美食', 1)]|['料多味美價格又實在~服務又很是親切', '超推的在地美食呦😊😊😊']|0.75
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|Jason Lin| 5 顆星 |6 個月前|小菜樣樣看起來都好吃，牛肉麵、牛肉湯都是水準之作，我被圈粉了！😍😋|0|['小菜', '樣樣', '看起來', '都', '好吃', '，', '牛肉麵', '、', '牛肉湯', '都', '是', '水準', '之', '作', '，', '我', '被', '圈粉', '了', '！', '😍😋']|['小菜', '牛肉麵', '牛肉湯', '水準', '圈粉']|set()|[('小菜', 'Na'), ('樣樣', 'Neqa'), ('看起來', 'D'), ('都', 'D'), ('好吃', 'VH'), ('，', 'COMMACATEGORY'), ('牛肉麵', 'Na'), ('、', 'PAUSECATEGORY'), ('牛肉湯', 'Na'), ('都', 'D'), ('是', 'SHI'), ('水準', 'Na'), ('之', 'DE'), ('作', 'Na'), ('，', 'COMMACATEGORY'), ('我', 'Nh'), ('被', 'P'), ('圈粉', 'VC'), ('了', 'Di'), ('！', 'EXCLAMATIONCATEGORY'), ('😍😋', 'FW')]|[('小菜', 1), ('牛肉麵', 1), ('牛肉湯', 1), ('水準', 1), ('圈粉', 1)]|['小菜樣樣看起來都好吃', '牛肉麵、牛肉湯都是水準之作', '我被圈粉了', '😍😋']|0.0
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|溫信綸| 4 顆星 |6 個月前|偏眷村口味，東西大份，拉麵是粗麵有麵香跟彈性，整體不錯，乾麵是傳統油蔥肉操乾麵。|0|['偏', '眷村', '口味', '，', '東西', '大份', '，', '拉麵', '是', '粗', '麵', '有', '麵香', '跟', '彈性', '，', '整體', '不錯', '，', '乾麵', '是', '傳統', '油蔥肉', '操', '乾麵', '。']|['眷村', '口味', '大份', '拉麵', '麵香', '彈性', '整體', '乾麵', '油蔥肉', '乾麵']|set()|[('偏', 'VJ'), ('眷村', 'Nc'), ('口味', 'Na'), ('，', 'COMMACATEGORY'), ('東西', 'Ncd'), ('大份', 'Na'), ('，', 'COMMACATEGORY'), ('拉麵', 'Na'), ('是', 'SHI'), ('粗', 'VH'), ('麵', 'Na'), ('有', 'V_2'), ('麵香', 'Na'), ('跟', 'Caa'), ('彈性', 'Na'), ('，', 'COMMACATEGORY'), ('整體', 'Na'), ('不錯', 'VH'), ('，', 'COMMACATEGORY'), ('乾麵', 'Na'), ('是', 'SHI'), ('傳統', 'VH'), ('油蔥肉', 'Na'), ('操', 'VC'), ('乾麵', 'Na'), ('。', 'PERIODCATEGORY')]|[('乾麵', 2), ('眷村', 1), ('口味', 1), ('大份', 1), ('拉麵', 1), ('麵香', 1), ('彈性', 1), ('整體', 1), ('油蔥肉', 1)]|['拉麵是粗麵有麵香跟彈性', '乾麵是傳統油蔥肉操乾麵', '偏眷村口味', '東西大份', '整體不錯']|0.81
香園牛肉麵軍校店|813高雄市左營區軍校路190號|星期日    11:00–14:00 17:00–20:30   星期一    11:00–14:00 17:00–20:30   星期二    11:00–14:00 17:00–20:30   星期三    休息   星期四    11:00–14:00 17:00–20:30   星期五    11:00–14:00 17:00–20:30   星期六    11:00–14:00 17:00–20:30|75823692|4.0|楊棠安| 3 顆星 |6 個月前|肉值佳，麵q,小的要115，算是小貴，但吃的是老味|0|['肉值', '佳', '，', '麵', 'q', ',', '小', '的', '要', '115', '，', '算是', '小貴', '，', '但', '吃', '的', '是', '老味']|['肉值', '小貴', '老味']|{(10, 13, 'CARDINAL', '115')}|[('肉值', 'Na'), ('佳', 'VH'), ('，', 'COMMACATEGORY'), ('麵', 'Na'), ('q', 'FW'), (',', 'COMMACATEGORY'), ('小', 'VH'), ('的', 'DE'), ('要', 'D'), ('115', 'Neu'), ('，', 'COMMACATEGORY'), ('算是', 'VG'), ('小貴', 'Na'), ('，', 'COMMACATEGORY'), ('但', 'Cbb'), ('吃', 'VC'), ('的', 'DE'), ('是', 'SHI'), ('老味', 'Na')]|[('肉值', 1), ('小貴', 1), ('老味', 1)]|['肉值佳', '麵q,小的要115', '算是小貴', '但吃的是老味']|0.18
