category|top_keys|comment_quan|three_month|one_month|a_week|comment_all
七賢鴨肉飯專賣店|[('鴨肉飯', 97), ('鴨肉', 52), ('味道', 39), ('當歸', 24), ('時間', 18), ('份量', 16), ('高雄', 16), ('鴨油', 16), ('湯頭', 14), ('老店', 13), ('鴨血', 13), ('下水湯', 13), ('口味', 12), ('東西', 11), ('口感', 9), ('人潮', 9), ('美食', 9), ('環境', 8), ('生意', 8), ('感覺', 7), ('價格', 7), ('醬汁', 7), ('鴨腿', 7), ('豆芽菜', 6), ('米酒', 6), ('薑片', 6), ('整體', 6), ('鴨心湯', 5), ('滋味', 5), ('店家', 5), ('\n鴨', 5), ('速度', 5), ('滷蛋', 5), ('白飯', 5), ('脆腸湯', 4), ('米血', 4), ('平價', 4), ('鴨湯', 4), ('食材', 4), ('鴨肉湯', 4), ('香氣', 4), ('冷氣', 4), ('小菜', 3), ('七賢', 3), ('腥味', 3), ('阿姨', 3), ('缺點', 3), ('態度', 3), ('人員', 3), ('鴨腸', 3), ('價錢', 3), ('飯量', 3), ('肉燥', 3), ('醬油', 3), ('機會', 3), ('冬粉', 3), ('時候', 3), ('清湯', 3), ('薑絲', 3), ('沾醬', 3), ('鴨血糕', 3), ('絕配', 2), ('鴨腸湯', 2), ('湯肉', 2), ('切盤', 2), ('特色', 2), ('餐點', 2), ('餐\n', 2), ('位置', 2), ('\n點餐', 2), ('員工', 2), ('肚子', 2), ('湯汁', 2), ('鹹度', 2), ('部位', 2), ('古早味', 2), ('網路', 2), ('評價', 2), ('豆芽', 2), ('胡椒', 2), ('隔壁', 2), ('專賣店', 2), ('老闆', 2), ('老闆娘', 2), ('😂\n', 2), ('台北', 2), ('鴨汁', 2), ('客人', 2), ('雞肉飯', 2), ('食物', 2), ('歸味', 2), ('腿肉', 2), ('老字號', 2), ('肉飯', 2), ('地方', 2), ('店員', 2), ('足味', 2), ('滷汁', 2), ('香味', 2), ('酒味', 2), ('米血糕', 2), ('男生', 2), ('瘋子', 2), ('碗\n', 2), ('路邊攤', 1), ('\n便宜', 1), ('️\n', 1), ('小鳥胃', 1), ('湯底', 1), ('動線', 1), ('耐心', 1), ('鴨飯', 1), ('燻鴨', 1), ('一級', 1), ('戰區', 1), ('肉質', 1), ('水滷', 1), ('東粉', 1), ('清爽感', 1), ('高雄人', 1), ('米飯', 1), ('比例', 1), ('價位', 1), ('小店', 1), ('電話', 1), ('聲音', 1), ('意思', 1), ('\n飯量', 1), ('鴨肉冬粉', 1), ('高雄市', 1), ('飯\n', 1), ('見仁見智\n', 1), ('，\n', 1), ('座位', 1), ('辦法', 1), ('\n湯類', 1), ('排隊人', 1), ('\n\n湯', 1), ('料理', 1), ('水準', 1), ('奶奶', 1), ('眼睛', 1), ('熟度', 1), ('❤️讚', 1), ('心情', 1), ('外國人', 1), ('照片', 1), ('配壽司', 1), ('零食', 1), ('小時', 1), ('銅板', 1), ('小吃😋', 1), ('鴨肝', 1), ('鴨脖', 1), ('誠意', 1), ('小朋友', 1), ('血糕', 1), ('湯類', 1), ('巷弄', 1), ('阿內', 1), ('美食\n', 1), ('鴨味\n', 1), ('風味', 1), ('台灣', 1), ('\n鸭', 1), ('肉饭', 1), ('料理店', 1), ('酒精', 1), ('當歸湯', 1), ('時段人', 1), ('脖子', 1), ('韭菜', 1), ('\n粉紅色', 1), ('椅子', 1), ('羹麵', 1), ('  👍', 1), ('\n王姐', 1), ('\n高雄', 1), ('七賢二路', 1), ('中華三路', 1), ('附近', 1), ('旅館', 1), ('飯店', 1), ('家\n', 1), ('老老闆娘', 1), ('兒子', 1), ('女兒', 1), ('家族', 1), ('成員', 1), ('團結\n', 1), ('老板娘', 1), ('千金', 1), ('精神', 1), ('老饕', 1), ('口慾', 1), ('夫妻', 1), (' 七賢', 1), ('位子', 1), ('米血乾', 1), ('下水料', 1)]|365|58|28|4|[58, 28, 4]
鴨肉珍|[('鴨肉', 108), ('鴨肉飯', 96), ('老闆', 37), ('下水湯', 36), ('高雄', 28), ('味道', 28), ('肉燥', 28), ('生意', 20), ('價格', 20), ('人潮', 17), ('米血', 16), ('老店', 15), ('態度', 15), ('青菜', 14), ('湯頭', 14), ('鴨肉珍', 13), ('份量', 13), ('時間', 12), ('口味', 12), ('切盤', 12), ('東西', 12), ('速度', 11), ('口感', 11), ('鹽埕區', 11), ('店家', 11), ('美食', 11), ('肉燥飯', 10), ('平價', 10), ('鴨腸', 10), ('骨頭', 10), ('位子', 9), ('鴨米', 9), ('滷肉', 9), ('冬粉', 9), ('餐點', 8), ('鴨腿', 8), ('客人', 8), ('位置', 8), ('小吃', 8), ('古早味', 7), ('鹽埕', 7), ('鴨米血', 7), ('價錢', 7), ('記憶力', 7), ('食物', 7), ('滷肉飯', 7), ('時段', 7), ('香氣', 6), ('評價', 6), ('店員', 6), ('菜單', 6), ('缺點', 6), ('滋味', 6), ('燥飯', 6), ('環境', 6), ('整體', 6), ('鴨肉片', 5), ('鴨肉冬粉', 5), ('附近', 5), ('鴨胗', 5), ('鴨心', 5), ('鴨肝', 5), ('滷汁', 5), ('醬汁', 5), ('地方', 5), ('肉臊', 4), ('鴨肉湯', 4), ('食材', 4), ('員工', 4), ('\n肉', 4), ('公道', 4), ('CP值', 4), ('鴨血糕', 4), ('座位', 4), ('鴨肉店', 4), ('水準', 4), ('湯\n', 4), ('臺灣', 4), ('機會', 3), ('店\n', 3), ('兄弟', 3), ('入口', 3), ('膠質', 3), ('\n鴨肉', 3), ('米粉', 3), ('桌子', 3), ('特色', 3), ('外地人', 3), ('感覺', 3), ('沾醬', 3), ('人員', 3), ('湯料', 3), ('品質', 3), ('時候', 3), ('家族', 3), ('父親', 2), ('手藝', 2), ('鴨腸湯', 2), ('效率', 2), ('珍\n', 2), ('飯\n', 2), ('高雄市', 2), ('五福四路', 2), ('肉飯', 2), ('顧客', 2), ('餐\n', 2), ('重點', 2), ('程度', 2), ('停車場', 2), ('必點', 2), ('原味', 2), ('新樂街', 2), ('鴨肉本', 2), ('白飯', 2), ('現場', 2), ('擺盤', 2), ('肉汁', 2), ('饕客', 2), ('鴨子', 2), ('鴨血', 2), ('Q彈', 2), ('胡椒', 2), ('肥肉', 2), ('碎骨', 2), ('薑絲', 2), ('好料', 2), ('熟食店', 2), ('😋\n', 2), ('油蔥', 2), ('人氣', 2), ('酸菜', 2), ('空間', 2), ('普普', 2), ('阿姨', 2), ('印象', 2), ('分數', 2), ('朋友', 2), ('經典', 2), ('招牌', 2), ('冬菜', 2), ('料理', 2), ('菠菜', 2), ('米飯', 2), ('蔬菜', 2), ('\n鴨', 2), ('鴨油', 2), ('⋯\n', 2), ('➡️', 2), ('台北', 2), ('口味\n', 2), ('小吃店', 2), ('乾冬粉', 2), ('秩序', 2), ('隔壁', 2), ('中心', 2), ('禮貌', 2), ('口氣', 2), ('甜\n', 2), ('時間人', 2), ('發票', 2), ('次數', 2), ('高湯', 2), ('ㄧ定', 1), ('基礎', 1), ('期待值', 1), ('風扇', 1), ('奇葩', 1), ('外框', 1), ('湯頭👍', 1), ('打狗', 1), ('港都', 1), ('風華\n', 1), ('流汗💦', 1), ('心理', 1), ('切片', 1), ('勁口感', 1), ('下水\n', 1), ('鴨肉\n', 1), ('嚼勁', 1), ('牙齒', 1), ('地址', 1), ('258號', 1), ('太陽🌞', 1), ('血推', 1), ('名聲', 1), ('甜皮', 1), ('餐人', 1), ('魯斯', 1), ('香味', 1), ('人間', 1), ('鹹水鴨', 1), ('煙熏鴨', 1), ('眾人', 1), ('人而', 1), ('異\n', 1), ('想像', 1), ('品項', 1), ('滿街', 1), ('淋肉燥', 1), ('一家人', 1)]|510|285|105|35|[285, 105, 35]
老牌周燒肉飯|[('燒肉', 5), ('便當', 3), ('三民', 3), ('市場', 3), ('燒肉飯', 3), ('味道', 3), ('魚頭', 3), ('東西', 2), ('態度', 2), ('老店', 2), ('小黃瓜', 2), ('\n飯', 2), ('“菜', 1), ('”\n', 1), ('切薄片', 1), ('小黃瓜\n', 1), ('高雄', 1), ('飯店', 1), ('肉片', 1), ('記憶', 1), ('嫩感', 1), ('份量', 1), ('碳香味', 1), ('大份', 1), ('薑片', 1), ('整體', 1), ('門口', 1), ('大姐', 1), ('白飯', 1), ('客人', 1), ('老闆', 1), ('員工', 1), ('美食', 1), ('份肉', 1), ('靈魂', 1), ('細節', 1), ('差距', 1), ('店員', 1), ('僧湯', 1), ('魯魚肚', 1), ('時候', 1), ('魚肚湯', 1), ('總店', 1), ('樣子', 1), ('店家', 1), ('原因', 1), ('炭火', 1), ('料理', 1), ('麗鵑', 1), ('春餅', 1), ('春捲皮', 1), ('好吃😋', 1), ('成本', 1), ('\n燒肉', 1), ('人才', 1), ('相好', 1), ('分店', 1)]|51|13|8|1|[13, 8, 1]
香園牛肉麵軍校店|[('小菜', 52), ('牛肉麵', 45), ('份量', 40), ('味道', 33), ('牛肉', 23), ('炒飯', 22), ('口味', 18), ('價格', 15), ('湯頭', 14), ('店家', 11), ('眷村', 11), ('拉麵', 10), ('餐點', 9), ('辣蘿蔔', 9), ('酸辣湯', 7), ('態度', 7), ('麵條', 7), ('美食', 6), ('店員', 6), ('整體', 6), ('感覺', 6), ('老店', 6), ('麵食', 6), ('食物', 6), ('時間', 5), ('食量', 5), ('酸菜', 5), ('人員', 5), ('生意', 5), ('口感', 5), ('左營', 5), ('炸豬排', 5), ('衛生', 5), ('東西', 4), ('種類', 4), ('水準', 4), ('環境', 4), ('朋友', 4), ('高雄', 4), ('環境衛生', 4), ('大份', 4), ('酸辣麵', 4), ('廚房', 3), ('大滷麵', 3), ('時候', 3), ('麵體', 3), ('重點', 3), ('排骨', 3), ('蝦仁', 3), ('嚼勁', 3), ('價位', 3), ('辣椒', 3), ('蕃茄', 3), ('雞蛋飯', 3), ('客人', 3), ('飽足感', 3), ('肉絲麵', 3), ('症狀', 3), ('炒麵', 3), ('餐館', 2), ('結果', 2), ('座位', 2), ('小份', 2), ('價錢', 2), ('CP值', 2), ('燴飯', 2), ('肚子', 2), ('火腿', 2), ('香味', 2), ('鹽巴', 2), ('現場', 2), ('\n店', 2), ('香菇', 2), ('胃口', 2), ('辣菜圃', 2), ('普普', 2), ('豬排', 2), ('麵店', 2), ('機會', 2), ('最愛', 2), ('蝦子', 2), ('好吃量', 2), ('乾\n', 2), ('樣式', 2), ('cp值', 2), ('附近', 2), ('平價', 2), ('阿兵哥', 2), ('學生', 2), ('男友', 2), ('情況', 2), ('身體', 2), ('\n份量', 2), ('牛肉湯', 2), ('乾麵', 2), ('香園', 2), ('麵Q', 2), ('空間', 2), ('冷氣', 2), ('公道', 2), ('友人', 2), ('證明', 2), ('榨菜', 2), ('小時', 2), ('牛肉嫩', 2), ('建議點', 1), ('用料', 1), ('客戶', 1), ('店員會', 1), ('人潮', 1), ('飯點', 1), ('外觀', 1), ('年份', 1), ('盛況', 1), ('家庭', 1), ('菜色', 1), ('餐快', 1), ('途中', 1), ('金額', 1), ('外場', 1), ('在地人', 1), ('湯嫌', 1), ('\n豬排', 1), ('高雄市', 1), ('小米粥', 1), ('餡餅', 1), ('滷麵', 1), ('內人', 1), ('肉絲', 1), ('小辣', 1), ('印象', 1), ('三鮮湯', 1), ('鹹味\n', 1), ('特點', 1), ('用心', 1), ('手藝', 1), ('湯品', 1), ('口味\n', 1), ('味精', 1), ('\n湯品', 1), ('套餐', 1), ('結論', 1), ('業者', 1), ('料理', 1), ('辦法', 1), ('評價', 1), ('煮法', 1), ('選擇性', 1), ('障礙', 1), ('根本', 1), ('現代人', 1), ('重口味\n', 1), ('要點', 1), ('老闆', 1), ('誠意', 1), ('軟硬', 1), ('拉麵香', 1), ('牛肉湯麵', 1), ('豬排湯麵', 1), ('經典', 1), ('肉燥湯麵', 1), ('麵點', 1), ('飯類', 1), ('王道', 1), ('小吃', 1), ('👍👍\n', 1), ('回頭率', 1), ('觀感', 1), ('咬勁', 1), ('組合', 1), ('番茄🍅', 1), ('排骨面', 1), ('醃料', 1), ('左楠人', 1), ('懷念感', 1), ('眷村味', 1), ('男性', 1), ('菜單', 1), ('客人桌', 1), ('海軍', 1), ('建議', 1), ('三民區', 1), ('金山店', 1), ('兒子', 1), ('地方', 1), ('長輩', 1), ('辣味', 1), ('香氣', 1), ('藥水', 1), ('白蝦', 1), ('一絕', 1), ('便當', 1), ('剋星', 1), ('三色', 1), ('蔬菜', 1), ('賣相', 1), ('食料', 1), ('炒飯類', 1), ('台北市', 1), ('中心', 1)]|322|62|16|5|[62, 16, 5]
老二腿庫飯|[('腿庫飯', 54), ('宵夜', 32), ('腿庫', 23), ('價格', 19), ('高雄', 17), ('味道', 17), ('號碼牌', 16), ('東西', 15), ('庫飯', 14), ('美食', 13), ('口味', 13), ('份量', 11), ('蚵蛋', 10), ('朋友', 9), ('店家', 9), ('餐點', 8), ('口感', 8), ('魚肚', 8), ('蚵仔蛋', 8), ('生意', 7), ('價錢', 7), ('魚腸', 7), ('青菜', 7), ('價位', 7), ('肥肉', 7), ('整體', 7), ('醬汁', 6), ('去處', 6), ('老二', 6), ('地方', 6), ('劍筍', 6), ('料理', 6), ('老闆', 6), ('鱸魚湯', 6), ('阿財', 5), ('虱目魚', 5), ('空心菜', 5), ('滷汁', 5), ('虱目魚腸', 5), ('薑絲', 5), ('態度', 5), ('招牌', 5), ('肉質', 5), ('麻油', 5), ('肉燥', 5), ('三杯雞', 4), ('腿褲飯', 4), ('食物', 4), ('食材', 4), ('酸菜', 4), ('香氣', 4), ('要點', 4), ('魚肚湯', 4), ('瘦肉', 4), ('肉燥飯', 4), ('評價', 4), ('大腸', 4), ('腰子', 4), ('白飯', 3), ('風味', 3), ('台灣', 3), ('虱目', 3), ('油煙味', 3), ('店員', 3), ('❤️', 3), ('品質', 3), ('消夜', 3), ('在地人', 3), ('小吃', 3), ('客人', 3), ('人潮', 3), ('配菜', 3), ('結果', 3), ('蚵仔', 3), ('海產', 3), ('滷肉飯', 3), ('夜市', 3), ('普普', 3), ('菜單', 3), ('宵夜場', 2), ('宵夜\n', 2), ('CP值', 2), ('老二腿', 2), ('座位', 2), ('老店', 2), ('感覺', 2), ('高雄人', 2), ('番茄醬', 2), ('胡椒鹽', 2), ('菜色', 2), ('好友', 2), ('肉柴', 2), ('肚子', 2), ('坐位', 2), ('紅燒魚', 2), ('豆醬', 2), ('食堂', 2), ('住戶', 2), ('古早味', 2), ('口罩', 2), ('口氣', 2), ('小吃攤', 2), ('小吃店', 2), ('飯香', 2), ('網路', 2), ('傳說', 2), ('速度', 2), ('熱炒店\n', 2), ('瘦肉柴', 2), ('外地', 2), ('選擇', 2), ('海產粥', 2), ('家常菜', 2), ('當地人', 2), ('煎魚肚', 2), ('😋肉質', 2), ('入口', 2), ('️☺', 2), ('時候', 2), ('炒類', 2), ('環境', 2), ('好料', 2), ('cp值', 2), ('腿庫肉', 2), ('燥飯', 2), ('芹菜', 2), ('蟹肉', 2), ('名字', 2), ('甜感', 2), ('比例', 2), ('用料', 2), ('價目表', 2), ('\n鱸魚湯', 2), ('蟹管', 2), ('海鮮', 2), ('極品', 2), ('印象', 2), ('夜宵', 2), ('。\n', 2), ('\n✤', 2), ('李嚴', 2), ('觀光客', 2), ('本體', 2), ('熱炒店', 2), ('特色', 1), ('口齒', 1), ('香\n\n', 1), ('麻油醬', 1), ('油酒', 1), ('蠔油\n', 1), ('麻油腰', 1), ('熟度', 1), ('台北人', 1), ('日本人', 1), ('巷子', 1), ('酒滷', 1), ('手藝', 1), ('魚刺', 1), ('肉軟', 1), ('皮繃緊', 1), ('太威', 1), ('魔人', 1), ('😋\n', 1), ('少皮', 1), ('少肥肉', 1), ('時段', 1), ('阿姨', 1), ('耐心', 1), ('學校', 1), ('人行道', 1), ('店面', 1), ('脚庫飯', 1), ('鱸魚', 1), ('丶湯汁', 1), ('飽足感', 1), ('餐館', 1), ('风味', 1), ('餐馆', 1), ('味口', 1), ('友人', 1), ('檸檬片', 1), ('肉片', 1), ('鹹香味', 1), ('魯肉', 1), ('口碑', 1), ('大樓', 1), ('興中', 1), ('二路', 1), ('飯菜', 1), ('用餐區', 1), ('記憶', 1), ('邦邦', 1), ('竹筍湯', 1), ('時侯', 1), ('巷口', 1), ('鄰居', 1), ('長期', 1), ('身體', 1), ('狀況', 1), ('睡眠', 1)]|374|57|29|3|[57, 29, 3]
仁武烤鴨|[('烤鴨', 68), ('現場', 33), ('餅皮', 23), ('小時', 20), ('鴨肉', 19), ('時間', 19), ('高雄', 18), ('味道', 17), ('人潮', 16), ('生意', 14), ('電話', 14), ('口味', 13), ('燒肉', 12), ('米血', 12), ('停車場', 10), ('店家', 9), ('美食', 9), ('態度', 9), ('速度', 8), ('片鴨', 8), ('價格', 7), ('甜麵醬', 7), ('鴨骨', 6), ('仁武', 6), ('烤鴨店', 6), ('發票', 6), ('餐點', 5), ('脆皮', 5), ('缺點', 5), ('地方', 5), ('肉質', 5), ('口感', 5), ('骨架', 5), ('停車位', 5), ('人員', 5), ('環境', 5), ('動線', 4), ('客人', 4), ('東西', 4), ('香味', 4), ('整體', 4), ('份量', 4), ('水準', 4), ('鴨子', 4), ('\n餅皮', 4), ('CP值', 4), ('餐具', 4), ('時候', 4), ('麵皮', 4), ('路線', 3), ('食材', 3), ('公道', 3), ('鴨皮', 3), ('內用區', 3), ('價錢', 3), ('分外帶', 3), ('用餐區', 3), ('空間', 3), ('品質', 3), ('朋友', 3), ('青菜', 3), ('座位', 3), ('塩酥鴨', 3), ('在地人', 3), ('重點', 3), ('\n肉', 3), ('香酥鴨', 3), ('八德', 3), ('醬料', 3), ('平價', 3), ('員工', 3), ('衛生', 3), ('蛋花湯', 3), ('顧客', 3), ('荷葉餅', 3), ('耐心', 3), ('醬汁', 3), ('地板', 2), ('口水', 2), ('鹹酥', 2), ('片鴨皮', 2), ('最愛', 2), ('\n烤鴨', 2), ('腥味', 2), ('阿公', 2), ('招牌', 2), ('烤鴨界', 2), ('熱食', 2), ('北平', 2), ('隔壁', 2), ('消費', 2), ('時代', 2), ('首選', 2), ('菜餚', 2), ('食物', 2), ('7-11', 2), ('輩子', 2), ('時段', 2), ('號碼', 2), ('傻子', 2), ('吃法', 2), ('炒鴨', 2), ('過程', 2), ('人氣', 2), ('門口', 2), ('風味', 2), ('特色', 2), ('手工', 2), ('烤鴨\n', 2), ('香氣', 2), ('汽車', 2), ('滋味', 2), ('小黃瓜', 2), ('蔥段', 2), ('鴨片', 2), ('技術', 2), ('位子', 2), ('規劃', 1), ('車子', 1), ('料理', 1), ('區別', 1), ('指示牌', 1), ('鴨香', 1), ('麵皮香', 1), ('Q彈', 1), ('嚼勁', 1), ('鴨騷味', 1), ('豬肉', 1), ('行程', 1), ('爆\n', 1), ('老字號', 1), ('\n片', 1), ('餐\n', 1), ('動作', 1), ('車位', 1), ('老店', 1), ('外地', 1), ('觀光客', 1), ('露天區', 1), ('\n本店', 1), ('小盤', 1), ('鳳梨', 1), ('機器', 1), ('運氣', 1), ('焦味', 1), ('苦味', 1), ('柴\n', 1), ('焦糖味', 1), ('\n炒', 1), ('飯\n', 1), ('鴨油', 1), ('鼎泰豐', 1), ('4星級', 1), ('美味\n', 1), ('食客', 1), ('小7', 1), ('仁武區', 1), ('心理', 1), ('商家', 1), ('號碼牌', 1), ('原古', 1), ('\n仁武', 1), ('質量', 1), ('數量', 1), ('附近', 1), ('業主', 1), ('公司', 1), ('鴨腥味', 1), ('口\n汁', 1), ('香\n\n', 1), ('隊\n', 1), ('心情', 1), ('萬拜託', 1), ('家人', 1), ('超商', 1), ('耐性', 1), ('公告', 1), ('分開排', 1), ('。\n', 1), ('排外帶', 1), ('餐處', 1), ('鴨汁', 1), ('沾醬', 1), ('片肉片', 1), ('學生', 1), ('😂🤣', 1), ('價位', 1), ('鴨🦆', 1), ('餅\U0001fad3', 1), ('🦆肉', 1), ('骨頭\U0001f9b4', 1), ('小黃瓜🥒', 1), ('🅿️', 1), ('😂🤣😜\U0001f92a', 1), ('香\n', 1), ('觀感', 1), (' .\n', 1), ('萃茶', 1), ('機械', 1), ('商業', 1)]|510|241|99|30|[241, 99, 30]
大高雄鵝肉店|[('鵝肉', 52), ('茶鵝', 16), ('價格', 15), ('東西', 12), ('薑母鴨', 12), ('生意', 10), ('速度', 9), ('高雄', 8), ('停車場', 7), ('食材', 7), ('地方', 6), ('仁武', 6), ('鵝肉店', 6), ('鹽水鵝', 5), ('份量', 5), ('價位', 5), ('米血', 5), ('蜂蜜', 5), ('鹽水', 4), ('鹹水鵝', 4), ('菜色', 4), ('骨頭', 4), ('態度', 4), ('餐點', 4), ('冬粉', 4), ('座位', 4), ('鵝油飯', 3), ('平民', 3), ('筍子湯', 3), ('人員', 3), ('價錢', 3), ('附近', 3), ('青菜', 3), ('入口', 3), ('肉質', 3), ('餐廳', 3), ('部位', 3), ('好友', 3), ('烤鴨', 2), ('鳳仁路', 2), ('筍湯', 2), ('鴨血', 2), ('名單', 2), ('電話', 2), ('客人', 2), ('乾麵', 2), ('沾醬', 2), ('下水湯', 2), ('滋味', 2), ('地瓜葉', 2), ('鵝油', 2), ('店面', 2), ('交叉口', 2), ('特色', 2), ('做法', 2), ('鹅肉', 2), ('青春', 2), ('店員', 2), ('食物', 2), ('口味', 2), ('計程車', 2), ('筷子', 1), ('不銹鋼', 1), ('材質', 1), ('免洗筷', 1), ('感受', 1), ('品質', 1), ('湯麵', 1), ('彈性', 1), ('乾冬粉', 1), ('鴨肉', 1), ('味香入味', 1), ('調味粉', 1), ('大份', 1), ('薰茶鵝', 1), ('殘念', 1), ('小貴', 1), ('空污', 1), ('網路', 1), ('小米', 1), ('空氣', 1), ('清淨機', 1), ('直覺', 1), ('香雞排', 1), ('店\n', 1), ('高\n', 1), ('食品', 1), ('人潮', 1), ('感覺', 1), ('薑母鵝', 1), ('燻茶', 1), ('鵝\n', 1), ('香氣', 1), ('湯辣', 1), ('鵝肉飯', 1), ('節日', 1), ('方便性', 1), ('常客', 1), ('餐飲業', 1), ('口罩', 1), ('下巴', 1), ('時期', 1), ('料理', 1), ('味蕾', 1), ('湯頭', 1), ('鵝肉湯', 1), ('車位', 1), ('水準', 1), ('停車方', 1), ('馬路', 1), ('汽機車', 1), ('躁音', 1), ('海鮮', 1), ('人數', 1), ('配菜', 1), ('食店', 1), ('時間', 1), ('小意思', 1), ('蜜汁', 1), ('薑母', 1), ('精華', 1), ('物價', 1), ('鹹水鴨', 1), ('米粉', 1), ('湯\n', 1), ('楠梓', 1), ('交流道', 1), ('澄清湖', 1), ('方向', 1), ('汽車', 1), ('生啤酒', 1), ('整體', 1), ('鄰居', 1), ('紅色單', 1), ('位子', 1), ('阿姨', 1), ('小份', 1), ('少皮', 1), ('鳳山', 1), ('鄉村', 1), ('蝦殼', 1), ('CP值', 1), ('軟硬', 1), ('普通量', 1), ('大人', 1), ('\n煙', 1), ('荀子湯', 1), ('竹筍湯', 1), ('原味', 1), ('鵝舌', 1), ('現場', 1), ('筍乾湯', 1), ('店家', 1), ('點單', 1), ('師傅', 1), ('需求', 1), ('老師傅', 1), ('貴族', 1), ('美食', 1), ('水管路', 1), ('性價', 1), ('嚼勁', 1), ('店位', 1), ('于水管路', 1), ('凤仁路', 1), ('停车场开车', 1), ('几种', 1), ('适合约', 1), ('个餐', 1), ('嚼劲', 1), ('人氣', 1), ('谷歌', 1), ('路線', 1), ('口感', 1), ('鹹鵝肉', 1), ('朋友', 1), ('問題', 1), ('白鵝', 1), ('民雄', 1), ('層級', 1), ('甘蔗', 1), ('茶葉', 1), ('茶香', 1), ('一絕', 1), ('時刻', 1), ('湯湯', 1), ('水水', 1), ('豆腐乳', 1), ('方面', 1), ('韭菜', 1), ('小卷', 1), ('生魚片', 1), ('冷氣', 1), ('菸味', 1), ('室內外', 1), ('單價', 1), ('味道', 1), ('類型', 1), ('家庭', 1), ('服務員', 1)]|343|49|31|8|[49, 31, 8]
橋頭太成肉包陳家第三代(總店)|[('肉包', 23), ('包子', 17), ('黑糖', 9), ('辣味', 8), ('口味', 7), ('橋頭', 7), ('香菇', 6), ('饅頭', 6), ('店家', 4), ('竹筍', 4), ('老店', 4), ('口感', 4), ('包子皮', 3), ('鮮肉', 3), ('餡料', 3), ('特色', 3), ('家人', 3), ('菜包', 3), ('味道', 3), ('麵粉', 3), ('老闆', 3), ('招牌', 2), ('鮮肉包', 2), ('價錢', 2), ('黃金', 2), ('馬路', 2), ('外皮', 2), ('生意', 2), ('品質', 2), ('問題', 2), ('高雄', 2), ('高筋', 2), ('醬油', 2), ('內餡', 2), ('美味', 2), ('價格', 2), ('普普', 2), ('種類', 2), ('蛋黃', 2), ('麵皮', 2), ('態度', 2), ('紅茶', 2), ('化工', 2), ('原料', 2), ('食品', 2), ('肉汁', 2), ('交通', 1), ('要道', 1), ('交通隊', 1), ('筍肉包', 1), ('市面', 1), ('小孩', 1), ('溫度', 1), ('大排長龍\n', 1), ('地點', 1), ('滋味', 1), ('動作', 1), ('品項', 1), ('口味\U0001f972', 1), ('魔力', 1), ('目錄', 1), ('產品', 1), ('現場', 1), ('運氣', 1), ('蔬菜包', 1), ('黃包', 1), ('價值', 1), ('結果', 1), ('肉\n', 1), ('高雄市', 1), ('橋頭區', 1), ('原味', 1), ('香味', 1), ('筍包', 1), ('葉子', 1), ('外型', 1), ('筍塊', 1), ('孫女', 1), ('系列', 1), ('包😎', 1), ('味道\n', 1), ('店😓', 1), ('名氣', 1), ('肉包店', 1), ('肉體', 1), ('嚼勁', 1), ('鮮味', 1), ('⋯👎', 1), ('Q彈', 1), ('過程', 1), ('老麵', 1), ('高商', 1), ('中正', 1), ('美名', 1), ('中筋', 1), ('網路', 1), ('消費者', 1), ('食材', 1), ('包\n', 1), ('香菇\n', 1), ('肉包\n\n', 1), ('❤️', 1), ('皮算', 1), ('水準', 1), ('留言', 1), ('速度', 1), ('地方', 1), ('\n肉', 1), ('整體', 1), ('肉包類', 1), ('售價', 1), ('服務員', 1), ('\n肉包', 1), ('鹹蛋黃', 1), ('評價', 1), ('肉絞', 1), ('肉渣', 1), ('大個子', 1), ('重點', 1), ('酒釀', 1), ('乾果', 1), ('花捲', 1), ('省道', 1), ('旁車', 1), ('車門', 1), ('小朋友', 1), ('台南', 1), ('瘦肉', 1), ('超好吃😋\n\n', 1), ('店面', 1), ('台一線', 1), ('派出所', 1), ('主商品', 1), ('豆漿', 1), ('手工', 1), ('客人', 1), ('點單', 1), ('效率', 1), ('老字號', 1), ('櫃檯', 1), ('麻辣包', 1)]|126|17|10|2|[17, 10, 2]
